CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
88;CH;118108;C;22;Amarela;508;;0
89;CH;66219;A;1;Amarela;508;;0
90;CH;111877;C;10;Amarela;508;;0
46;CH;97975;A;1;Branca;509;;0
47;CH;118108;C;22;Branca;509;;0
48;CH;66219;A;1;Branca;509;;0
49;CH;111877;C;10;Branca;509;;0
50;CH;118022;E;26;Branca;509;;0
51;CH;111844;E;11;Branca;509;;0
52;CH;33960;B;14;Branca;509;;0
53;CH;78903;C;11;Branca;509;;0
54;CH;86751;C;23;Branca;509;;0
55;CH;83820;B;12;Branca;509;;0
56;CH;77940;A;16;Branca;509;;0
57;CH;118034;B;9;Branca;509;;0
58;CH;84811;A;2;Branca;509;;0
59;CH;96447;D;20;Branca;509;;0
60;CH;96302;B;7;Branca;509;;0
61;CH;111820;B;5;Branca;509;;0
62;CH;96596;B;7;Branca;509;;0
63;CH;84147;A;25;Branca;509;;0
64;CH;95648;C;8;Branca;509;;0
65;CH;118038;D;26;Branca;509;;0
66;CH;76955;B;27;Branca;509;;0
67;CH;111894;B;27;Branca;509;;0
68;CH;118054;A;28;Branca;509;;0
69;CH;118067;C;29;Branca;509;;0
70;CH;66498;C;30;Branca;509;;0
71;CH;88308;C;3;Branca;509;;0
72;CH;87709;C;3;Branca;509;;0
73;CH;112135;A;27;Branca;509;;0
74;CH;81689;D;23;Branca;509;;0
75;CH;118033;C;6;Branca;509;;0
76;CH;84769;E;11;Branca;509;;0
77;CH;84888;B;15;Branca;509;;0
78;CH;88233;A;15;Branca;509;;0
79;CH;86934;D;17;Branca;509;;0
80;CH;118158;C;6;Branca;509;;0
81;CH;88306;B;23;Branca;509;;0
82;CH;88194;E;19;Branca;509;;0
83;CH;118125;E;21;Branca;509;;0
84;CH;87057;D;20;Branca;509;;0
85;CH;85139;B;24;Branca;509;;0
86;CH;118029;B;5;Branca;509;;0
87;CH;118024;E;4;Branca;509;;0
88;CH;97013;A;24;Branca;509;;0
89;CH;11601;D;15;Branca;509;;0
90;CH;89147;B;18;Branca;509;;0
46;CH;118022;E;26;Rosa;510;;0
47;CH;111844;E;11;Rosa;510;;0
48;CH;33960;B;14;Rosa;510;;0
49;CH;78903;C;11;Rosa;510;;0
50;CH;88194;E;19;Rosa;510;;0
51;CH;118125;E;21;Rosa;510;;0
52;CH;87057;D;20;Rosa;510;;0
53;CH;85139;B;24;Rosa;510;;0
54;CH;84811;A;2;Rosa;510;;0
55;CH;96447;D;20;Rosa;510;;0
56;CH;96302;B;7;Rosa;510;;0
57;CH;111820;B;5;Rosa;510;;0
58;CH;86751;C;23;Rosa;510;;0
59;CH;83820;B;12;Rosa;510;;0
60;CH;77940;A;16;Rosa;510;;0
61;CH;118034;B;9;Rosa;510;;0
62;CH;88308;C;3;Rosa;510;;0
63;CH;87709;C;3;Rosa;510;;0
64;CH;112135;A;27;Rosa;510;;0
65;CH;81689;D;23;Rosa;510;;0
66;CH;118033;C;6;Rosa;510;;0
67;CH;84769;E;11;Rosa;510;;0
68;CH;96596;B;7;Rosa;510;;0
69;CH;84147;A;25;Rosa;510;;0
70;CH;95648;C;8;Rosa;510;;0
71;CH;118038;D;26;Rosa;510;;0
72;CH;76955;B;27;Rosa;510;;0
73;CH;111894;B;27;Rosa;510;;0
74;CH;118054;A;28;Rosa;510;;0
75;CH;118067;C;29;Rosa;510;;0
76;CH;66498;C;30;Rosa;510;;0
77;CH;97975;A;1;Rosa;510;;0
78;CH;118108;C;22;Rosa;510;;0
79;CH;66219;A;1;Rosa;510;;0
80;CH;111877;C;10;Rosa;510;;0
81;CH;118029;B;5;Rosa;510;;0
82;CH;118024;E;4;Rosa;510;;0
83;CH;97013;A;24;Rosa;510;;0
84;CH;11601;D;15;Rosa;510;;0
85;CH;89147;B;18;Rosa;510;;0
86;CH;84888;B;15;Rosa;510;;0
87;CH;88233;A;15;Rosa;510;;0
88;CH;86934;D;17;Rosa;510;;0
89;CH;118158;C;6;Rosa;510;;0
90;CH;88306;B;23;Rosa;510;;0
46;CH;86751;C;23;Laranja;520;;0
47;CH;83820;B;12;Laranja;520;;0
48;CH;77940;A;16;Laranja;520;;0
49;CH;118034;B;9;Laranja;520;;0
50;CH;84811;A;2;Laranja;520;;0
51;CH;96447;D;20;Laranja;520;;0
52;CH;96302;B;7;Laranja;520;;0
53;CH;111820;B;5;Laranja;520;;0
54;CH;118033;C;6;Laranja;520;;0
55;CH;84769;E;11;Laranja;520;;0
56;CH;118022;E;26;Laranja;520;;0
57;CH;111844;E;11;Laranja;520;;0
58;CH;33960;B;14;Laranja;520;;0
59;CH;78903;C;11;Laranja;520;;0
60;CH;84888;B;15;Laranja;520;;0
61;CH;88233;A;15;Laranja;520;;0
62;CH;86934;D;17;Laranja;520;;0
63;CH;118158;C;6;Laranja;520;;0
64;CH;88306;B;23;Laranja;520;;0
65;CH;88194;E;19;Laranja;520;;0
66;CH;118125;E;21;Laranja;520;;0
67;CH;87057;D;20;Laranja;520;;0
68;CH;85139;B;24;Laranja;520;;0
69;CH;118029;B;5;Laranja;520;;0
70;CH;118024;E;4;Laranja;520;;0
71;CH;97013;A;24;Laranja;520;;0
72;CH;11601;D;15;Laranja;520;;0
73;CH;89147;B;18;Laranja;520;;0
74;CH;96596;B;7;Laranja;520;;0
75;CH;84147;A;25;Laranja;520;;0
76;CH;95648;C;8;Laranja;520;;0
77;CH;118038;D;26;Laranja;520;;0
78;CH;76955;B;27;Laranja;520;;0
79;CH;111894;B;27;Laranja;520;;0
80;CH;118054;A;28;Laranja;520;;0
81;CH;118067;C;29;Laranja;520;;0
82;CH;66498;C;30;Laranja;520;;0
83;CH;88308;C;3;Laranja;520;;0
84;CH;87709;C;3;Laranja;520;;0
85;CH;112135;A;27;Laranja;520;;0
86;CH;81689;D;23;Laranja;520;;0
87;CH;97975;A;1;Laranja;520;;0
88;CH;118108;C;22;Laranja;520;;0
89;CH;66219;A;1;Laranja;520;;0
90;CH;111877;C;10;Laranja;520;;0
46;CH;86751;C;23;Verde;524;;1
47;CH;83820;B;12;Verde;524;;1
48;CH;77940;A;16;Verde;524;;1
49;CH;118034;B;9;Verde;524;;1
50;CH;84811;A;2;Verde;524;;1
51;CH;96447;D;20;Verde;524;;1
52;CH;96302;B;7;Verde;524;;1
53;CH;111820;B;5;Verde;524;;1
54;CH;118033;C;6;Verde;524;;1
55;CH;84769;E;11;Verde;524;;1
56;CH;118022;E;26;Verde;524;;1
57;CH;111844;E;11;Verde;524;;1
58;CH;33960;B;14;Verde;524;;1
59;CH;78903;C;11;Verde;524;;1
60;CH;84888;B;15;Verde;524;;1
61;CH;88233;A;15;Verde;524;;1
62;CH;86934;D;17;Verde;524;;1
63;CH;118158;C;6;Verde;524;;1
64;CH;88306;B;23;Verde;524;;1
65;CH;88194;E;19;Verde;524;;1
66;CH;118125;E;21;Verde;524;;1
67;CH;87057;D;20;Verde;524;;1
68;CH;85139;B;24;Verde;524;;1
69;CH;118029;B;5;Verde;524;;1
70;CH;118024;E;4;Verde;524;;1
71;CH;97013;A;24;Verde;524;;1
72;CH;11601;D;15;Verde;524;;1
73;CH;89147;B;18;Verde;524;;1
74;CH;96596;B;7;Verde;524;;1
75;CH;84147;A;25;Verde;524;;1
76;CH;95648;C;8;Verde;524;;1
77;CH;118038;D;26;Verde;524;;1
78;CH;76955;B;27;Verde;524;;1
79;CH;111894;B;27;Verde;524;;1
80;CH;118054;A;28;Verde;524;;1
81;CH;118067;C;29;Verde;524;;1
82;CH;66498;C;30;Verde;524;;1
83;CH;88308;C;3;Verde;524;;1
84;CH;87709;C;3;Verde;524;;1
85;CH;112135;A;27;Verde;524;;1
86;CH;81689;D;23;Verde;524;;1
87;CH;97975;A;1;Verde;524;;1
88;CH;118108;C;22;Verde;524;;1
89;CH;66219;A;1;Verde;524;;1
90;CH;111877;C;10;Verde;524;;1
46;CH;96407;A;1;Azul;547;;0
47;CH;88345;B;2;Azul;547;;0
48;CH;84148;A;2;Azul;547;;0
49;CH;52963;E;2;Azul;547;;0
50;CH;97136;E;3;Azul;547;;0
51;CH;87041;D;4;Azul;547;;0
52;CH;41002;E;12;Azul;547;;0
53;CH;87503;E;4;Azul;547;;0
54;CH;86941;E;5;Azul;547;;0
55;CH;47296;B;5;Azul;547;;0
56;CH;89651;A;1;Azul;547;;0
57;CH;78941;A;7;Azul;547;;0
58;CH;76428;E;6;Azul;547;;0
59;CH;85847;A;8;Azul;547;;0
60;CH;43248;B;7;Azul;547;;0
61;CH;96418;D;8;Azul;547;;0
62;CH;78148;D;9;Azul;547;;0
63;CH;97221;C;8;Azul;547;;0
64;CH;87749;A;11;Azul;547;;0
65;CH;95413;C;11;Azul;547;;0
66;CH;95246;B;11;Azul;547;;0
67;CH;87217;E;13;Azul;547;;0
68;CH;78592;A;14;Azul;547;;0
69;CH;86991;C;15;Azul;547;;0
70;CH;88489;E;15;Azul;547;;0
71;CH;16894;B;15;Azul;547;;0
72;CH;40836;D;16;Azul;547;;0
73;CH;83812;E;23;Azul;547;;0
74;CH;84206;E;17;Azul;547;;0
75;CH;83842;C;17;Azul;547;;0
76;CH;45145;E;18;Azul;547;;0
77;CH;85120;D;19;Azul;547;;0
78;CH;98137;B;20;Azul;547;;0
79;CH;87053;D;21;Azul;547;;0
80;CH;26453;B;22;Azul;547;;0
81;CH;81818;C;23;Azul;547;;0
82;CH;97931;A;23;Azul;547;;0
83;CH;87089;B;24;Azul;547;;0
84;CH;78677;C;26;Azul;547;;0
85;CH;50201;E;28;Azul;547;;0
86;CH;96361;C;29;Azul;547;;0
87;CH;88078;A;26;Azul;547;;0
88;CH;95831;C;30;Azul;547;;0
89;CH;95951;B;27;Azul;547;;0
90;CH;45168;B;12;Azul;547;;0
46;CH;96361;C;29;Amarela;548;;0
47;CH;88078;A;26;Amarela;548;;0
48;CH;95831;C;30;Amarela;548;;0
49;CH;95951;B;27;Amarela;548;;0
50;CH;45168;B;12;Amarela;548;;0
51;CH;81818;C;23;Amarela;548;;0
52;CH;97931;A;23;Amarela;548;;0
53;CH;87089;B;24;Amarela;548;;0
54;CH;78677;C;26;Amarela;548;;0
55;CH;50201;E;28;Amarela;548;;0
56;CH;45145;E;18;Amarela;548;;0
57;CH;85120;D;19;Amarela;548;;0
58;CH;98137;B;20;Amarela;548;;0
59;CH;87053;D;21;Amarela;548;;0
60;CH;26453;B;22;Amarela;548;;0
61;CH;40836;D;16;Amarela;548;;0
62;CH;83812;E;23;Amarela;548;;0
63;CH;84206;E;17;Amarela;548;;0
64;CH;83842;C;17;Amarela;548;;0
65;CH;78592;A;14;Amarela;548;;0
66;CH;86991;C;15;Amarela;548;;0
67;CH;88489;E;15;Amarela;548;;0
68;CH;16894;B;15;Amarela;548;;0
69;CH;87749;A;11;Amarela;548;;0
70;CH;95413;C;11;Amarela;548;;0
71;CH;95246;B;11;Amarela;548;;0
72;CH;87217;E;13;Amarela;548;;0
73;CH;43248;B;7;Amarela;548;;0
74;CH;96418;D;8;Amarela;548;;0
75;CH;78148;D;9;Amarela;548;;0
76;CH;97221;C;8;Amarela;548;;0
77;CH;76428;E;6;Amarela;548;;0
78;CH;85847;A;8;Amarela;548;;0
79;CH;86941;E;5;Amarela;548;;0
80;CH;47296;B;5;Amarela;548;;0
81;CH;89651;A;1;Amarela;548;;0
82;CH;78941;A;7;Amarela;548;;0
83;CH;97136;E;3;Amarela;548;;0
84;CH;87041;D;4;Amarela;548;;0
85;CH;41002;E;12;Amarela;548;;0
86;CH;87503;E;4;Amarela;548;;0
87;CH;96407;A;1;Amarela;548;;0
88;CH;88345;B;2;Amarela;548;;0
89;CH;84148;A;2;Amarela;548;;0
90;CH;52963;E;2;Amarela;548;;0
46;CH;76428;E;6;Branca;549;;0
47;CH;85847;A;8;Branca;549;;0
48;CH;87749;A;11;Branca;549;;0
49;CH;95413;C;11;Branca;549;;0
50;CH;95246;B;11;Branca;549;;0
51;CH;87217;E;13;Branca;549;;0
52;CH;43248;B;7;Branca;549;;0
53;CH;96418;D;8;Branca;549;;0
54;CH;78148;D;9;Branca;549;;0
55;CH;97221;C;8;Branca;549;;0
56;CH;78592;A;14;Branca;549;;0
57;CH;86991;C;15;Branca;549;;0
58;CH;88489;E;15;Branca;549;;0
59;CH;16894;B;15;Branca;549;;0
60;CH;96407;A;1;Branca;549;;0
61;CH;88345;B;2;Branca;549;;0
62;CH;84148;A;2;Branca;549;;0
63;CH;52963;E;2;Branca;549;;0
64;CH;86941;E;5;Branca;549;;0
65;CH;47296;B;5;Branca;549;;0
66;CH;89651;A;1;Branca;549;;0
67;CH;78941;A;7;Branca;549;;0
68;CH;97136;E;3;Branca;549;;0
69;CH;87041;D;4;Branca;549;;0
70;CH;41002;E;12;Branca;549;;0
71;CH;87503;E;4;Branca;549;;0
72;CH;96361;C;29;Branca;549;;0
73;CH;88078;A;26;Branca;549;;0
74;CH;95831;C;30;Branca;549;;0
75;CH;95951;B;27;Branca;549;;0
76;CH;45168;B;12;Branca;549;;0
77;CH;81818;C;23;Branca;549;;0
78;CH;97931;A;23;Branca;549;;0
79;CH;87089;B;24;Branca;549;;0
80;CH;78677;C;26;Branca;549;;0
81;CH;50201;E;28;Branca;549;;0
82;CH;45145;E;18;Branca;549;;0
83;CH;85120;D;19;Branca;549;;0
84;CH;98137;B;20;Branca;549;;0
85;CH;87053;D;21;Branca;549;;0
86;CH;26453;B;22;Branca;549;;0
87;CH;40836;D;16;Branca;549;;0
88;CH;83812;E;23;Branca;549;;0
89;CH;84206;E;17;Branca;549;;0
90;CH;83842;C;17;Branca;549;;0
46;CH;86941;E;5;Rosa;550;;0
47;CH;47296;B;5;Rosa;550;;0
48;CH;89651;A;1;Rosa;550;;0
49;CH;78941;A;7;Rosa;550;;0
50;CH;45145;E;18;Rosa;550;;0
51;CH;85120;D;19;Rosa;550;;0
52;CH;98137;B;20;Rosa;550;;0
53;CH;87053;D;21;Rosa;550;;0
54;CH;26453;B;22;Rosa;550;;0
55;CH;40836;D;16;Rosa;550;;0
56;CH;83812;E;23;Rosa;550;;0
57;CH;84206;E;17;Rosa;550;;0
58;CH;83842;C;17;Rosa;550;;0
59;CH;96361;C;29;Rosa;550;;0
60;CH;88078;A;26;Rosa;550;;0
61;CH;95831;C;30;Rosa;550;;0
62;CH;95951;B;27;Rosa;550;;0
63;CH;45168;B;12;Rosa;550;;0
64;CH;76428;E;6;Rosa;550;;0
65;CH;85847;A;8;Rosa;550;;0
66;CH;81818;C;23;Rosa;550;;0
67;CH;97931;A;23;Rosa;550;;0
68;CH;87089;B;24;Rosa;550;;0
69;CH;78677;C;26;Rosa;550;;0
70;CH;50201;E;28;Rosa;550;;0
71;CH;97136;E;3;Rosa;550;;0
72;CH;87041;D;4;Rosa;550;;0
73;CH;41002;E;12;Rosa;550;;0
74;CH;87503;E;4;Rosa;550;;0
75;CH;96407;A;1;Rosa;550;;0
76;CH;88345;B;2;Rosa;550;;0
77;CH;84148;A;2;Rosa;550;;0
78;CH;52963;E;2;Rosa;550;;0
79;CH;78592;A;14;Rosa;550;;0
80;CH;86991;C;15;Rosa;550;;0
81;CH;88489;E;15;Rosa;550;;0
82;CH;16894;B;15;Rosa;550;;0
83;CH;87749;A;11;Rosa;550;;0
84;CH;95413;C;11;Rosa;550;;0
85;CH;95246;B;11;Rosa;550;;0
86;CH;87217;E;13;Rosa;550;;0
87;CH;43248;B;7;Rosa;550;;0
88;CH;96418;D;8;Rosa;550;;0
89;CH;78148;D;9;Rosa;550;;0
90;CH;97221;C;8;Rosa;550;;0
46;CH;96407;A;1;Laranja;564;;0
47;CH;88345;B;2;Laranja;564;;0
48;CH;84148;A;2;Laranja;564;;0
49;CH;52963;E;2;Laranja;564;;0
50;CH;97136;E;3;Laranja;564;;0
51;CH;87041;D;4;Laranja;564;;0
52;CH;41002;E;12;Laranja;564;;0
53;CH;87503;E;4;Laranja;564;;0
54;CH;86941;E;5;Laranja;564;;0
55;CH;47296;B;5;Laranja;564;;0
56;CH;89651;A;1;Laranja;564;;0
57;CH;78941;A;7;Laranja;564;;0
58;CH;76428;E;6;Laranja;564;;0
59;CH;85847;A;8;Laranja;564;;0
60;CH;43248;B;7;Laranja;564;;0
61;CH;96418;D;8;Laranja;564;;0
62;CH;78148;D;9;Laranja;564;;0
63;CH;97221;C;8;Laranja;564;;0
64;CH;87749;A;11;Laranja;564;;0
65;CH;95413;C;11;Laranja;564;;0
66;CH;95246;B;11;Laranja;564;;0
67;CH;87217;E;13;Laranja;564;;0
68;CH;78592;A;14;Laranja;564;;0
69;CH;86991;C;15;Laranja;564;;0
70;CH;88489;E;15;Laranja;564;;0
71;CH;16894;B;15;Laranja;564;;0
72;CH;40836;D;16;Laranja;564;;0
73;CH;83812;E;23;Laranja;564;;0
74;CH;84206;E;17;Laranja;564;;0
75;CH;83842;C;17;Laranja;564;;0
76;CH;45145;E;18;Laranja;564;;0
77;CH;85120;D;19;Laranja;564;;0
78;CH;98137;B;20;Laranja;564;;0
79;CH;87053;D;21;Laranja;564;;0
80;CH;26453;B;22;Laranja;564;;0
81;CH;81818;C;23;Laranja;564;;0
82;CH;97931;A;23;Laranja;564;;0
83;CH;87089;B;24;Laranja;564;;0
84;CH;78677;C;26;Laranja;564;;0
85;CH;50201;E;28;Laranja;564;;0
86;CH;96361;C;29;Laranja;564;;0
87;CH;88078;A;26;Laranja;564;;0
88;CH;95831;C;30;Laranja;564;;0
89;CH;95951;B;27;Laranja;564;;0
90;CH;45168;B;12;Laranja;564;;0
91;CN;82364;A;27;Azul;503;;0
92;CN;117836;A;23;Azul;503;;0
93;CN;29776;E;30;Azul;503;;0
94;CN;117999;C;3;Azul;503;;0
95;CN;117746;A;9;Azul;503;;0
96;CN;86521;C;4;Azul;503;;0
97;CN;31718;D;28;Azul;503;;0
98;CN;89150;E;22;Azul;503;;0
99;CN;117988;A;27;Azul;503;;0
100;CN;7529;D;29;Azul;503;;0
101;CN;88853;C;11;Azul;503;;0
102;CN;117883;B;7;Azul;503;;0
103;CN;82490;C;19;Azul;503;;0
104;CN;111624;D;12;Azul;503;;0
105;CN;82236;D;22;Azul;503;;0
106;CN;83441;D;17;Azul;503;;0
107;CN;19223;B;14;Azul;503;;0
108;CN;78504;C;24;Azul;503;;0
109;CN;7629;B;20;Azul;503;;0
110;CN;14273;D;13;Azul;503;;0
111;CN;97169;A;20;Azul;503;;0
112;CN;49600;D;23;Azul;503;;0
113;CN;96556;A;21;Azul;503;;0
114;CN;39290;E;8;Azul;503;;0
115;CN;89298;A;26;Azul;503;;0
116;CN;55328;B;15;Azul;503;;0
117;CN;89515;C;21;Azul;503;;0
118;CN;117868;E;25;Azul;503;;0
119;CN;117890;B;6;Azul;503;;0
120;CN;54381;A;18;Azul;503;;0
121;CN;117979;B;6;Azul;503;;0
122;CN;83609;E;18;Azul;503;;0
123;CN;60311;E;10;Azul;503;;0
124;CN;81478;B;8;Azul;503;;0
125;CN;83526;C;16;Azul;503;;0
126;CN;111601;B;5;Azul;503;;0
127;CN;111545;E;9;Azul;503;;0
128;CN;19407;E;17;Azul;503;;0
129;CN;89772;C;7;Azul;503;;0
130;CN;24104;E;3;Azul;503;;0
131;CN;111705;B;2;Azul;503;;0
132;CN;117875;D;1;Azul;503;;0
133;CN;117642;A;2;Azul;503;;0
134;CN;85548;D;24;Azul;503;;0
135;CN;84568;C;1;Azul;503;;0
91;CN;111601;B;5;Amarela;504;;0
92;CN;111545;E;9;Amarela;504;;0
93;CN;19407;E;17;Amarela;504;;0
94;CN;82364;A;27;Amarela;504;;0
95;CN;117836;A;23;Amarela;504;;0
96;CN;29776;E;30;Amarela;504;;0
97;CN;117979;B;6;Amarela;504;;0
98;CN;83609;E;18;Amarela;504;;0
99;CN;60311;E;10;Amarela;504;;0
100;CN;117890;B;6;Amarela;504;;0
101;CN;54381;A;18;Amarela;504;;0
102;CN;31718;D;28;Amarela;504;;0
103;CN;89150;E;22;Amarela;504;;0
104;CN;117988;A;27;Amarela;504;;0
105;CN;7529;D;29;Amarela;504;;0
106;CN;14273;D;13;Amarela;504;;0
107;CN;97169;A;20;Amarela;504;;0
108;CN;49600;D;23;Amarela;504;;0
109;CN;96556;A;21;Amarela;504;;0
110;CN;39290;E;8;Amarela;504;;0
111;CN;89298;A;26;Amarela;504;;0
112;CN;55328;B;15;Amarela;504;;0
113;CN;89515;C;21;Amarela;504;;0
114;CN;117868;E;25;Amarela;504;;0
115;CN;111624;D;12;Amarela;504;;0
116;CN;82236;D;22;Amarela;504;;0
117;CN;83441;D;17;Amarela;504;;0
118;CN;19223;B;14;Amarela;504;;0
119;CN;78504;C;24;Amarela;504;;0
120;CN;7629;B;20;Amarela;504;;0
121;CN;88853;C;11;Amarela;504;;0
122;CN;117883;B;7;Amarela;504;;0
123;CN;82490;C;19;Amarela;504;;0
124;CN;117999;C;3;Amarela;504;;0
125;CN;117746;A;9;Amarela;504;;0
126;CN;86521;C;4;Amarela;504;;0
127;CN;81478;B;8;Amarela;504;;0
128;CN;83526;C;16;Amarela;504;;0
129;CN;117875;D;1;Amarela;504;;0
130;CN;117642;A;2;Amarela;504;;0
131;CN;85548;D;24;Amarela;504;;0
132;CN;84568;C;1;Amarela;504;;0
133;CN;89772;C;7;Amarela;504;;0
134;CN;24104;E;3;Amarela;504;;0
135;CN;111705;B;2;Amarela;504;;0
91;CN;117875;D;1;Cinza;505;;0
92;CN;117642;A;2;Cinza;505;;0
93;CN;85548;D;24;Cinza;505;;0
94;CN;84568;C;1;Cinza;505;;0
95;CN;89772;C;7;Cinza;505;;0
96;CN;24104;E;3;Cinza;505;;0
97;CN;111705;B;2;Cinza;505;;0
98;CN;81478;B;8;Cinza;505;;0
99;CN;83526;C;16;Cinza;505;;0
100;CN;117999;C;3;Cinza;505;;0
101;CN;117746;A;9;Cinza;505;;0
102;CN;86521;C;4;Cinza;505;;0
103;CN;111601;B;5;Cinza;505;;0
104;CN;111545;E;9;Cinza;505;;0
105;CN;19407;E;17;Cinza;505;;0
106;CN;117979;B;6;Cinza;505;;0
107;CN;83609;E;18;Cinza;505;;0
108;CN;60311;E;10;Cinza;505;;0
109;CN;117890;B;6;Cinza;505;;0
110;CN;54381;A;18;Cinza;505;;0
111;CN;88853;C;11;Cinza;505;;0
112;CN;117883;B;7;Cinza;505;;0
113;CN;82490;C;19;Cinza;505;;0
114;CN;111624;D;12;Cinza;505;;0
115;CN;82236;D;22;Cinza;505;;0
116;CN;83441;D;17;Cinza;505;;0
117;CN;14273;D;13;Cinza;505;;0
118;CN;97169;A;20;Cinza;505;;0
119;CN;49600;D;23;Cinza;505;;0
120;CN;19223;B;14;Cinza;505;;0
121;CN;78504;C;24;Cinza;505;;0
122;CN;7629;B;20;Cinza;505;;0
123;CN;55328;B;15;Cinza;505;;0
124;CN;89515;C;21;Cinza;505;;0
125;CN;117868;E;25;Cinza;505;;0
126;CN;96556;A;21;Cinza;505;;0
127;CN;39290;E;8;Cinza;505;;0
128;CN;89298;A;26;Cinza;505;;0
129;CN;31718;D;28;Cinza;505;;0
130;CN;89150;E;22;Cinza;505;;0
131;CN;117988;A;27;Cinza;505;;0
132;CN;7529;D;29;Cinza;505;;0
133;CN;82364;A;27;Cinza;505;;0
134;CN;117836;A;23;Cinza;505;;0
135;CN;29776;E;30;Cinza;505;;0
91;CN;31718;D;28;Rosa;506;;0
92;CN;89150;E;22;Rosa;506;;0
93;CN;117988;A;27;Rosa;506;;0
94;CN;7529;D;29;Rosa;506;;0
95;CN;117890;B;6;Rosa;506;;0
96;CN;54381;A;18;Rosa;506;;0
97;CN;82364;A;27;Rosa;506;;0
98;CN;117836;A;23;Rosa;506;;0
99;CN;29776;E;30;Rosa;506;;0
100;CN;111601;B;5;Rosa;506;;0
101;CN;111545;E;9;Rosa;506;;0
102;CN;19407;E;17;Rosa;506;;0
103;CN;89772;C;7;Rosa;506;;0
104;CN;24104;E;3;Rosa;506;;0
105;CN;111705;B;2;Rosa;506;;0
106;CN;88853;C;11;Rosa;506;;0
107;CN;117883;B;7;Rosa;506;;0
108;CN;82490;C;19;Rosa;506;;0
109;CN;19223;B;14;Rosa;506;;0
110;CN;78504;C;24;Rosa;506;;0
111;CN;7629;B;20;Rosa;506;;0
112;CN;14273;D;13;Rosa;506;;0
113;CN;97169;A;20;Rosa;506;;0
114;CN;49600;D;23;Rosa;506;;0
115;CN;96556;A;21;Rosa;506;;0
116;CN;39290;E;8;Rosa;506;;0
117;CN;89298;A;26;Rosa;506;;0
118;CN;55328;B;15;Rosa;506;;0
119;CN;89515;C;21;Rosa;506;;0
120;CN;117868;E;25;Rosa;506;;0
121;CN;111624;D;12;Rosa;506;;0
122;CN;82236;D;22;Rosa;506;;0
123;CN;83441;D;17;Rosa;506;;0
124;CN;117875;D;1;Rosa;506;;0
125;CN;117642;A;2;Rosa;506;;0
126;CN;85548;D;24;Rosa;506;;0
127;CN;84568;C;1;Rosa;506;;0
128;CN;117979;B;6;Rosa;506;;0
129;CN;83609;E;18;Rosa;506;;0
130;CN;60311;E;10;Rosa;506;;0
131;CN;117999;C;3;Rosa;506;;0
132;CN;117746;A;9;Rosa;506;;0
133;CN;86521;C;4;Rosa;506;;0
134;CN;81478;B;8;Rosa;506;;0
135;CN;83526;C;16;Rosa;506;;0
91;CN;117875;D;1;Laranja;519;;0
92;CN;117642;A;2;Laranja;519;;0
93;CN;85548;D;24;Laranja;519;;0
94;CN;84568;C;1;Laranja;519;;0
95;CN;89772;C;7;Laranja;519;;0
96;CN;24104;E;3;Laranja;519;;0
97;CN;111705;B;2;Laranja;519;;0
98;CN;81478;B;8;Laranja;519;;0
99;CN;83526;C;16;Laranja;519;;0
100;CN;117999;C;3;Laranja;519;;0
101;CN;117746;A;9;Laranja;519;;0
102;CN;86521;C;4;Laranja;519;;0
103;CN;111601;B;5;Laranja;519;;0
104;CN;111545;E;9;Laranja;519;;0
105;CN;19407;E;17;Laranja;519;;0
106;CN;117979;B;6;Laranja;519;;0
107;CN;83609;E;18;Laranja;519;;0
108;CN;60311;E;10;Laranja;519;;0
109;CN;117890;B;6;Laranja;519;;0
110;CN;85321;A;23;Laranja;519;;0
111;CN;88853;C;11;Laranja;519;;0
112;CN;117883;B;7;Laranja;519;;0
113;CN;82490;C;19;Laranja;519;;0
114;CN;111624;D;12;Laranja;519;;0
115;CN;82236;D;22;Laranja;519;;0
116;CN;83441;D;17;Laranja;519;;0
117;CN;14273;D;13;Laranja;519;;0
118;CN;97169;A;20;Laranja;519;;0
119;CN;49600;D;23;Laranja;519;;0
120;CN;19223;B;14;Laranja;519;;0
121;CN;78504;C;24;Laranja;519;;0
122;CN;7629;B;20;Laranja;519;;0
123;CN;15980;B;28;Laranja;519;;0
124;CN;89515;C;21;Laranja;519;;0
125;CN;117868;E;25;Laranja;519;;0
126;CN;96556;A;21;Laranja;519;;0
127;CN;39290;E;8;Laranja;519;;0
128;CN;89298;A;26;Laranja;519;;0
129;CN;31718;D;28;Laranja;519;;0
130;CN;89150;E;22;Laranja;519;;0
131;CN;117988;A;27;Laranja;519;;0
132;CN;7529;D;29;Laranja;519;;0
133;CN;82364;A;27;Laranja;519;;0
134;CN;117836;A;23;Laranja;519;;0
135;CN;29776;E;30;Laranja;519;;0
91;CN;117875;D;1;Verde;523;;1
92;CN;117642;A;2;Verde;523;;1
93;CN;85548;D;24;Verde;523;;1
94;CN;84568;C;1;Verde;523;;1
95;CN;89772;C;7;Verde;523;;1
96;CN;24104;E;3;Verde;523;;1
97;CN;111705;B;2;Verde;523;;1
98;CN;81478;B;8;Verde;523;;1
99;CN;83526;C;16;Verde;523;;1
100;CN;117999;C;3;Verde;523;;1
